"They are all about making the economy look bad for our President Trump" negative
"As much as everyone wants the economy to come back it will but at a very slow pace in 2020 until there is a vaccine or other reputable therapies that can reduce or eliminate coronavirus We went from the lowest level of unemploym" neutral
"Yup Livin off of the retirement money I spent 40 years saving up The last time this happened it was 2009 during the Dubya Depression I d barely recouped Would people PLEASE stop voting in Republicans They keep destroying the planet s economy and everything else" neutral
"Country band Lady Antebellum joins woke mob apologizes and changes name because slavery us economy" negative
"Quarantined in my Georgia home because your economy isn t as important as my life" positive
"If US GDP is 20 trillion dollars and a human life is valued at 10 million then the economy contracting by 10 is like losing 200k people is a statement some people seem to believe makes sense" negative
"I can relate like evryone s going cause malls are opening again but it s because of the economy not because the corona s ending" negative
"Better strap yourselves in for a bumpy ride as the entire world economy is abt to nose dive off a cliff The US Fed can no longer push the can down the road the Stock M will implode Corps going bust still trading high Capitalism has reached it s end It only gets worse" neutral
"Its Looking Terrible For Trucking Industry As Well As Hope For Any Decent Recovery Globally In The Economy Class 8 Heavy Duty Truck Orders Crash 62 5 In May To Lowest Levels Since 2011" neutral
"if someone wants to make some new memes so i can retire this one that d be great for the meme economy" positive
"The same old trick We need to defend against communism so send your technology and your infrastructure away so I can steal it and build my army and economy at the expense of yours LOL" neutral
"This Phyco Never Grew up With Racism went to a Muslim school in Indonesia with black Muslim mentors Working With Domestic Terrorists Bill Aires Worked Hard To Destroy U S By Reviving Old Racial All Divisions Between Citizens Destroy Our Economy Turn Us Against Cops" positive
"I believe many Pk jobs in the MidEast gone due to COVID 19 which would reduce foreign remittances and aggravate Balance of Payment This in addition to hit at domestic production and exports will further worsen the economic conditions Tax the rich class heavily to help economy" positive
"Y all passin the hookah in this economy" negative
"Not just an environmental inequity also a social inequity Carparks are predominately benefits for the higher paid Would have been one small step towards a just transition in the economy" positive
"ah the make everyone miserable and make the economy crumble so that some people can make piles of ever diminishing value money by shorting it racket way less convoluted than the sacrifice people for the hedge funds racket" negative
"There is no invisible hands guiding the markets Get that into your head Communism didn t fail China is alive and thriving The economy itself have to evolved into a new form economy So don t apply the old economy rules to Yang s economy" positive
"The president s economy was doing great until the pandemic Yes I do believe that we have way too many wasteful social programs Taxation for common defense is necessary not for government handouts" positive
"potus senatemajldr we urge you to pass the secondstimulus and hazardpay for EssentialWorkers If you want to boost the economy do it now so we essentialworkers and others can save and put money back in We are all suffering from pay cuts Decreased income payessentials" neutral
"Fox News Dallas federal reserve chief agrees that systemic racism is a drag on US economy via GoogleNews" negative
"I don t think those options are on the table Certainly not for our governor So I m focusing on things that seem like reasonable asks that won t hurt our economy and daily lives" positive
"NO CRAP CHINA HAS ANOTHER BIG OUTBREAK ALSO I KNOW MONEY MONEY WITHOUT A VACCINE THAT WORKS OR EVEN A TREATMENT WE BE LOCKED DOWN AND A BROKEN ECONOMY" neutral
"It s as if governors of states are looking at the uptick in Covid 19 cases as collateral damage in order to get their economy thriving again" negative
"Any vote not 4 Biden is a vote 4 trump If u split the vote u help re elect him 4 more yrs of this insanity and it will destroy the economy it s people will more than likely have a civil war the south will lose again with healthcare sucking the Russians will take the US" negative
"Um because of GW decimating the economy Greatest recession so far thanks to Cheney and GW" positive
"How exactly has he eroded our democracy I m not even a Trump supporter but that makes no sense A all time high economy and DOW all time low job unemployment including black unemployment Mrs systemic racism increase wage per family I don t like him either but give him credit" positive
"True but how much money are we going to continually pump into their economy and enable a turning of the tables at some point" negative
"Asia markets Coronavirus China economy currencies in focus" negative
"The sad truth is the reopening was to protect the economy and not public health If more people would wear masks maybe it could be fine but I just found out today I have an aunt who thinks it is a hoax You can probably guess which news network she watches" positive
"New post Hydrogen Fuel Economy Is Finally Going Mainstream" negative
"The Economy is DYING Robert Kiyosaki Quarantine Updates via YouTube" negative
"Government invest in capital projects which has social benefits like 1D1F They re focusing on projects that have high linkages to other sectors of the economy that would ensure growth of the economy NDC left used huge non interest recurrent expenditures that led to slow growth" positive
"If you debate vaush definitely stick to the economy as a topic then I m sure you re prepared and not talking out of your ass" negative
"We can mitigate pandemic w o destroying business COVID19 vs Economy is FalseChoice WearAMask WashHands SocialDistancing all work cost nearly nothing Support your local businesses KAG MAGA WomenForTrump TaskandPurpose whpresscorps JoeNBC abbydphillip" positive
"BRilliant we are here INVOLUNTARILY now continue your DRIVEL We were BRED in order to produce a workforce economy and capacity that every poor tired huddled mass of people could come with nothing but shirts on their backs and flourish THIS BEFORE partisan tricks" positive
"I m pretty sure you re doing better than myself My employees agreed to do a lot of pro bono work during the pandemic even with that impacting their salary in a much more fragile economy" positive
"This is also a good source of information on the topic in lay terms There are now 3 000 positive cases in NW Arkansas I am hoping we can avoid big increases and safely manage our economy" positive
"Trump Ready To Remove Another Globalists System ready to go after the WTO The economy is coming back so the MSM Deep Sate are pushing their Second Wave Narrative The economy will not shutdown again The MSM DS will do anything to crash the economy" positive
"Power play As the economy reels Facebook Amazon and Apple are spending big via brisbanetimes monopoly competition BigTech" negative
"COVID19 WAS THE ANNUAL FLU FAUCI LIED TO THE PRESIDENT TO SHUT DOWN THE COUNTRY EFFECTIVELY DESTROYING OUR THRIVING ECONOMY THIS WAS PART 3 OF THE COUP DON T BELIEVE THE LIE GOOD POST CJTRUTH THE INFO ATTACHED IS DAMNING TO THEIR MANTRA" positive
"And the family has been well compensated and your point is I m so done with everything and it s time to open up the economy" negative
"Just wondering if we can cram a bunch of yelling people into a march can we have a baseball game or two Or better yet start having concerts and events so people in the gig economy can start to get their lives back What if we just call it a protest" neutral
"It s exactly this As when the Northerners Yankees came through the South and burnt everything to destroy the economy That is why I ve been so drawn to this song recently" negative
"Trump Ready To Remove Another Globalists System ready to go after the WTO The economy is coming back so the MSM Deep Sate are pushing their Second Wave Narrative The economy will not shutdown again The MSM DS will do anything to crash the economy" positive
"Fighting Stigma Speaker needs to recall Nova Scotia legislature professor says We have tons of questions around child care and access to child care she said We have an economy that s open for business and thousands of" negative
"At this point arguing with conspiracy theorists and people that think trump helped the economy is a huge waste of time so I ll be saving that energy" negative
"Testing is up 99 survival rate Triage the most vulnerable and stop crippling a booming economy just to spite a governor who s doing what he said he would do GovAbbott is a proven leader" positive
