"['thing', 'politically', 'drive', 'hurt', 'trump', 'economy', 'scared', 'ppl', 'sheep', 'follow', 'democrat', 'collect', 'government', 'aid', 'dependent', 'live', 'vote', 'november', 'grant', 'virus', 'bad', 'make']" negative
"['understand', 'impact', 'covid', '19', 'outbreak', 'nigerian', 'economy', 'brookingsinst']" negative
"['ironic', 'protest', 'kill', 'economy', 'month', 'sick', 'care', 'deathly', 'ill', 'family', 'result', 'protest']" negative
"['impressive', 'wrong', 'describe', 'bad', 'motivation', 'people', 'disagree', 'assume', 'correct', 'action', 'filter', 'weaken', 'economy', 'stupid']" negative
"['funding', 'state', 'local', 'government', 'vital', 'reopen', 'economy', 'massive', 'layoff', 'local', 'government']" negative
"['federal', 'government', 'year', 'spend', '4', 'trillion', 'collect', 'revenue', 'analyst', 'budget', 'deficit', 'roughly', 'large', 'relative', 'economy', 'year', '1945']" negative
"['liberty', 'liberty', 'call', 'selfish', 'tin', 'foil', 'hat', 'thing', 'complain', 'economy', 'lack', 'freedom', 'experienck', 'aren', 'part', 'solution']" negative
"['family', 'business', 'majority', 'income', 'summer', 'month', 'dumbass', 'protest', 'pandemic', 'ruin', 'summer', 'business', 'people', 'kill', 'economy', 'governor', 'pls', 'hole']" negative
"['remember', 'economy', 'inherit', 'republican', 'block', 'bill', 'pass', 'congress', 'trump', 'day', 'quarter', 'man', 'obama', 'bad', 'day', 'obama', 'disposition', 'man', 'hear', 'end']" negative
"['protest', 'time', 'spread', 'virus', 'lengthen', 'safer', 'home', 'order', 'long', 'deserve', 'respect', 'kill', 'economy', 'make', 'long']" neutral
"['interesting', 'question', 'people', 'margin', 'legal', 'economy', 'deal', 'generally', 'soft', 'criminal']" positive
"['rube', 'dupe', 'protest', 'gop', 'group', 'doesn', 'give', 'fck', 'heartless', 'greedy', 'bastard', 'open', 'economy', 'matter']" negative
"['trump', 'crash', 'economy', 'people', 'back', 'work', 'snopes']" positive
"['social', 'distancing', 'give', 'people', 'false', 'sense', 'security', 'hand', 'washing', 'vital', 'sick', 'stay', 'home', 'build', 'immune', 'system', 'eat', 'sleep', 'shut', 'economy']" negative
"['harvard', 'poll']" negative
"['pretty', 'unfair', 'lara', 'highlight', 'fetishisation', 'wealth', 'excesses', 'country', 'serve', 'detriment', 'ppl', 'necissity', 'public', 'good', 'arent', 'center', 'economy']" positive
"['king', 'imbecile', 'indict', 'arrested', 'hold', 'prison', 'incite', 'people', 'liberate', 'idiot', 'gun', 'point', 'stay', 'home', 'cult', 'member', 'ahead', 'open', 'business', 'economy', 'recovers']" neutral
"['buy', 'stock', 'economy', 'wasn', 'scary']" negative
"['word', 'wisdom', 'ज', 'ञ', 'न', 'ग', 'ग', 'episode', '17', 'dr', 'arvindchaturved', 'dr', 'swamy', '39', 'jee', 'impact', 'covid', '19', 'india', 'economy', 'shri', 'jagdishshetty', 'dr', 'swamy', '39', 'jee', 'experience', 'hindu', 'hruday', 'samrat', 'bal', 'thackeray', 'jee']" positive
"['important', 'tweet', '1件のコメント', 'ricardo', 'real', 'twitter', 'monetize', 'debt', 'country', 'face', 'large', 'sudden', 'expense', 'strain', 'economy', 'financial', 'sector', '1', 'user']" negative
"['ppl', 'love', 'demon', 'craze', 'liberal', 'country', 'thailand', 'call', 'devil', 'crash', 'economy', 'soros', 'business', 'suicide', 'responsible']" neutral
"['year', 'pure', 'infrastructure', 'play', 'massive', 'dc', 'money', 'redo', 'pipe', 'street', 'wpa', 'kind', 'stuff', 'repose', 'economy', 'workforce', '1000', 'construction', 'type', 'move', 'area', 'large', 'meeting', 'hospitality', 'large', 'event']" positive
"['entire', 'economy', 'germany', 'wasn', 'collapse', 'dingbat', 'nazi', 'kill', 'helluva', 'lot', 'people', 'caput', 'covid']" negative
"['remember', 'destroy', 'economy', 'people', 'livelihood', 'election']" negative
"['left', 'trigger', 'economy', 'tank']" negative
"['reopen', 'economy', 'finish', 'antibiotic', 'start', 'feel', 'bit', 'good']" positive
"['trump', 'confess', 'serial', 'sexual', 'predator', 'confess', 'audio', 'tape', '40', 'allegation', 'sexual', 'misconduct', '5', 'draft', 'dodge', '6', 'bankruptcy', 'lie', 'tax', 'return', 'military', 'pay', 'wall', 'hrc', 'lock', 'economy', 'dead']" negative
"['business', 'background', 'medical', 'background', 'economy', 'great', 'depression', 'stand', 'death', 'citizen', 'open', 'economy', 'eradication', 'virus', 'devastating']" positive
"['trump', 'president', 'failure', 'cost', '10', '1000', 'american', 'life', 'economy', 'shamble']" neutral
"['realdonaldtrump', 'gopleader', 'exclusive', 'dr', 'rashid', 'buttar', 'blast', 'gate', 'fauci', 'expose', 'fake', 'pandemic', 'number', 'economy', 'collapse']" negative
"['economy', 'crash', 'people', 'blame', 'trump', 'beat']" neutral
"['doesn', 'make', 'sense', 'rich', 'work', 'home', 'poor', 'risk', 'life', 'essential', 'job', 'open', 'economy', 'pandemic', 'rich', 'work', 'home', 'poor', 'risk', 'life', 'essential', 'job']" positive
"['people', 'fuck', 'sake', 'labor', 'creates', 'wealth', 'magical', 'economy', 'god', 'damn', 'thing']" negative
"['life', 'economy', 'people', 'sit']" negative
"['public', 'health', 'expert', 'call', 'miss', 'call', 'model', 'ruin', 'economy', 'elect', 'official', 'time', 'back', 'healthcare', 'set', 'shut', 'destroy', 'outright', 'vestige', 'america']" negative
"['everyday', 'log', 'post', 'leftist', 'communist', 'abolish', 'economy', 'unaware', 'irony']" negative
"['gov', 'abbott', 'plan', 'reopen', 'texas', 'economy', 'strike', 'note', 'editorial']" neutral
"['trump', 'push', 'plan', 'reopen', 'economy', 'state', 'coordinate', 'reopen', 'apr', '18', '7', '56', 'pm']" positive
"['reopen', 'economy', 'worry', 'wear', 'face', 'mask', 'sense', 'make']" negative
"['god', 'forbid', 'people', '1', 'extra', 'back', 'economy', 'lazy', 'prole']" negative
"['nonsense', 'expect', 'president', '2020', 'commodore', '64', 'great', 'leader', 'resign', 'good', 'economy', 'sanction', 'sh', 'idiot', 'white', 'house']" positive
"['time', 'assign', 'blame', 'moment', 'absolutely', 'focus', 'current', 'task', 'order', 'systematically', 'restart', 'american', 'global', 'economy', 'time', 'assign', 'blame']" negative
"['commercial', 'economy']" negative
"['trump', 'frustrate', 'chomp', 'bit', 'reopen', 'america', 'economy', 'kristenhcnn']" neutral
"['advocate', 'support', 'economy', 'unamericantrumplican']" positive
"['situation', 'perfect', 've', 'notice', 'side', 'spectrum', 'quarantine', 'weary', 'government', 'overreach', 'abuse', 'stand', 'people', 'economy']" negative
"['doesn', 'understand', 'important', 'small', 'business', 'back', 'bone', 'economy']" positive
"['cuomo', 'cover', 'butt', 'destoying', 'york', 'economy']" negative
"['dominicraab', 'borisjohnson', 'earth', 'exit', 'strategy', 'demonstrate', 'leadership', 'communicate', 'uk', 'exit', 'strategy', 'kickstart', 'economy', 'pronto']" negative
"['call', 'special', 'interest', 'open', 'economy', 'back', '0007', 'dallas', 'county', 'infected', 'ahead', 'disrespectful', 'frankly', 'people', 'hurt', 'shut', 'open']" neutral
"['italian', 'ultra', 'nationalist', 'supportive', 'dictator', 'state', 'regimented', 'economy', 'society']" positive
"['shutter', 'economy', 'ability', 'provide', 'family', 'good', 'plan']" positive
"['55', 'obese', 'diabetic', 'version', 'covid', 'slightly', 'dangerous', 'common', 'flu', 'mortality', 'figure', 'world', 'prove', 'france', '44', '1', 'dead', '65', '10', 'economy', 'ruin', 'die']" negative
"['debate', 'reopen', 'economy', 'leave', 'impression', 'economist', 'odds', 'epidemiologist', 'aren']" negative
"['hate', 'lack', 'freedom', 'sick', 'jan', '3', 'week', 'bad', 'open', 'country', 'till', 'world', 'open', 'rest', 'world', 'purchase', 'export', 'accept', 'tourist', 'usa', 'economy', 'open', 'boeing', 'farmer']" negative
"['rate', 'bad', 'flu', 'season', 'economy', 'shut', 'bad', 'flu', 'ppl', 'life', 'continue', 'financially', 'emotionally', 'literally', 'destroyed', 'fucking', 'ego', 'christ']" negative
"['follow', 'rule', 'back', 'science', 'sue', 'aren', 'economy', 'continue', 'pain', 'suffering']" negative
"['totally', 'disagree', 'small', 'group', 'accord', 'recent', 'survey', '80', 'american', 'prefer', 'thing', 'lock', 'time', 'short', 'term', 'detriment', 'economy']" positive
"['melaniesill', 'add', 'seek', 'depth', 'protestors', 'real', 'desired', 'outcome', 'economy', 'reopen', 'back', 'work', 'afford', 'live', 'gov', 'isn', 'provide', 'adequate', 'relief']" positive
