"We have had the best economy for generations who tf is walking over us And once again y tf should I the working class in college give a single fuck if it s not doing anything for me but make me spend more on taxes including my school scholarships" neutral
"Absolutely it s the worst thing that s happened to our economy" negative
"Omg catch Trump a freaking brake Pre Corid 19 economy was flying high The man is keeping it all together best he can and all he gets is incoming What s the alternative Sleepy Joe Me I m Voting Trump again 4 more years Who s with me" positive
"Listen JACK Then we move on to change the economy my times up And today and given foo d security and gratitude Let s get something straight JACK Then we move on to change the economy But neither should we panic or fall back on xenophobia" negative
"Graduation ECONOMY Taco buffet feeds 25 299 delivered Grove California" negative
"2 tier corrupt justice system Your dear leader needs to spend more time fixing the current economic crisis facing our country Economy is tanking millions out of work high inflation zero govt support health crisis Uprising is coming to streets near you Protests are coming" positive
"We shut down to take pressure off the hospital systems Now the goalpost moved to stopping the virus Pfft Democrat governors killed more people by putting Covid patients in nursing homes than opening the economy that should have never been shut down like that" negative
"And no magic fairy bring the economy back He is and was determined to destroy America and therefore the u employment was so bad and jobs nonexistent So don t tell me trump has destroyed America I m glad we have a business man as Pres for what is happening" positive
"Don t need to because I m from Taiwan we also know that we just like the HK people are Chinese too and I in fact we also rely heavily on China to help drive our economy" negative
"Omg catch Trump a freaking brake Pre Corid 19 economy was flying high The man is keeping it all together best he can and all he gets is incoming What s the alternative Sleepy Joe Me I m Voting Trump again 4 more years" positive
"In a Republican ran country there has been 120 00 deaths and rising from covid jobs lost millions of americans unemployed and worst economy ever" negative
"at times i wasn t successful and other times i were and given the way shit is going in the economy i may be not successful again soon I just don t use the words successful like you do because success implies completion at least it seems like it does the way people use it" positive
"After Corona outbreak Pakistan economy came down drastically concern govt has no source to collect the taxes from the people other than hiking fuel price" negative
"The New Labour years were very disappointing when the booming economy from 1997 to 2007 is considered" positive
"I understand that however their citizens pay taxes and contribute to our economy and just like Puerto Rico have no representation That is unfair Plain and simple" negative
"SenRickScott we Not not We You have murdered hundreds of Floridians You killed my parents You killed the economy because your Republican Thank you Wear a Damn Mask Red state death Health care by POTUS now Who are you" negative
"China already started their Phase 1 of the digital Yuan it has a huge economy and tons of international business It s inevitable the U S will adopt the digital dollar All countries will follow Hmm they ll need ODL a bridge I wonder XRP duh Blockchain Centralized" negative
"Pertaining to economy Ahh I understand" negative
"Macedonia is facing 3 all at once The political situation is going crazy organizing election in time of Covid 19 is insane Second behavior of the people doesnt have anything to do with the reality they think Covid19 is a joke Third the economy is collapsing" negative
